ai_calls_acceptance_probability,ai_calls_best_offer_probability,ai_calls_count_repeated,ai_calls_offers,ai_calls_pauses,ai_nb_calls,ai_offer,cc_beta,cc_criterion,cc_false_alarm_avg_click_delay,cc_false_alarm_rate,cc_false_alarms,cc_hit_avg_click_delay,cc_hit_rate,cc_hits,cc_sensitivity,completion_code,cpc_expected_value,cpc_expected_value_max,cpc_expected_value_min,cpc_q1,cpc_q10,cpc_q2,cpc_q3,cpc_q4,cpc_q5,cpc_q6,cpc_q7,cpc_q8,cpc_q9,cpc_time_spent,exp_ultimatum_game_experience,feedback_accuracy,feedback_alternative,feedback_explanation,feedback_understanding,job_id,min_offer,model_type,offer,offer_dss,offer_final,prop_time_spent,prop_time_spent_dss,prop_worker_id,ras_assertiveness,ras_q1,ras_q10,ras_q11,ras_q12,ras_q13,ras_q14,ras_q15,ras_q16,ras_q17,ras_q18,ras_q19,ras_q2,ras_q20,ras_q21,ras_q22,ras_q23,ras_q24,ras_q25,ras_q26,ras_q27,ras_q28,ras_q29,ras_q3,ras_q30,ras_q4,ras_q5,ras_q6,ras_q7,ras_q8,ras_q9,ras_time_spent,resp_rowid,resp_time_spent,resp_worker_id,risk_expected_value,risk_q1,risk_q2,risk_q3,risk_q4,risk_time_spent,timestamp,worker_id
0.0681:0.0708:0.9164:0.083:0.1538:0.716:0.1007,0.0009:0.0008:0.0548:0.0007:0.0767:0.2681:0.0192,8,10:15:70:25:45:55:35,36:10:8:4:3:4:4,7,50,0.7447665023958179,1.266671753738323,0.0,0.0,0,0.0,0.0,0,-0.2326447467246302,prop:DpdJx,10.1394,9.357000000000001,7.7922,14.0,4.1583,2.2333,30.0,14.565,5.16,15.0,2.565,-1.0875,14.8,1834,0,ai_slighly_better,4,3,6,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,25,real,5,30,30,16,64,A2JPO#####AJZZ,33,-1,3,-3,-2,1,-3,3,-3,-3,3,1,-2,-2,3,2,-3,-1,-2,2,1,-1,3,-1,-3,3,-2,3,2,1,-2,278,52,10,A23K7#####PV0D,3.1075,1.0499999999999998,1.38,3.0,7.0,175,2019-11-09 00:21:30.139064,A2JPO#####AJZZ
0.9164:0.9277:1.0:0.8876:0.0681,0.0548:0.0528:0.0501:0.13:0.0009,6,70:75:100:65:10,38:10:3:6:2,5,50,1.93799095924558,0.5751746901880039,0.0,0.0,0,455.33333333333326,0.5,3,1.150349380376008,prop:DiEp1,9.7248,10.222000000000001,7.6922,7.0,4.1583,13.0,30.0,14.565,5.16,15.0,2.565,-9.0,14.8,96,0,ai_better,6,4,5,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,40,real,70,100,100,24,43,AVG9N#####4JN,-14,1,1,-2,1,2,-2,3,3,-2,-2,2,1,1,1,2,2,1,-2,2,-1,-1,-1,-2,2,1,2,1,2,2,-2,117,70,8,AMX5R#####A2K,3.0125,1.05,1.5,3.5,6.0,41,2019-11-10 16:46:03.346926,AVG9N#####4JN
0.083:0.1363,0.0007:0.0336,2,25:40,36:15,2,50,1.1441994342256387,0.12188122545031213,386.0,0.25,1,354.5,0.6666666666666666,4,1.1052170494915392,prop:4HER6,11.2236,14.477,4.9948,14.0,4.1583,13.0,30.0,14.565,5.16,15.0,2.015,-1.0875,15.425,78,0,ai_equal_to_proposer,1,1,7,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,25,real,50,50,50,10,54,A3GWR#####RNK6,46,-2,2,-3,-3,-2,1,-1,2,-2,2,-2,-2,3,3,2,-2,-1,2,-2,2,-1,3,3,-3,3,-2,2,-3,2,-3,387,72,18,A1PHD#####IK4Q,1.2675,0.99,1.08,2.0,1.0,32,2019-11-10 19:12:11.581709,A3GWR#####RNK6
,,0,,,0,50,0.7447665023958179,1.266671753738323,0.0,0.0,0,0.0,0.0,0,-0.2326447467246302,prop:37UMv,7.4614,5.771,6.0223,7.0,4.1583,2.2333,10.22,14.565,5.16,15.0,2.565,-1.0875,14.8,87,10,ai_much_worse,1,4,4,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,40,real,60,60,60,33,62,A1KWI#####7YWE,4,-1,-1,2,-3,-3,-3,2,1,-3,-3,3,2,-2,1,-2,-3,2,1,1,1,1,-1,1,-1,2,-3,2,-2,1,-2,171,71,14,ATBIP#####KS6,4.645,1.09,1.99,5.5,10.0,97,2019-11-10 18:40:58.496303,A1KWI#####7YWE
,,0,,,0,50,0.7447665023958179,-0.1163223733623151,0.0,0.0,0,351.5,1.0,6,2.533343507476646,prop:JO8aL,11.4628,15.852,4.001,14.0,6.5,13.0,30.0,14.565,5.16,14.5,2.565,-1.0875,15.425,119,0,ai_much_worse,1,5,1,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,50,real,50,50,50,47,17,A2C84#####2UNY,-4,2,-2,1,-1,-1,-1,-1,-1,-2,1,1,1,-1,-1,1,-1,1,-1,1,-1,1,1,-1,1,2,-2,1,-2,-1,-1,201,73,30,A1SIS#####2PWH,4.645,1.09,1.99,5.5,10.0,157,2019-11-10 23:33:26.389925,A2C84#####2UNY
0.706:0.1363:0.1538,0.8212:0.0336:0.0767,4,50:40:45,35:6:5,3,50,1.2137316295023657,-1.0588854732388544,322.75,1.0,4,316.0,0.8333333333333334,5,-0.1829278142743068,prop:czjPO,10.7628,15.202,3.2510000000000003,7.0,6.5,13.0,30.0,14.565,5.16,14.5,2.565,-1.0875,15.425,41,10,ai_equal_to_proposer,1,2,5,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,40,real,50,50,50,9,50,A3H3B#####3LYU,-7,1,1,1,2,1,2,-1,1,1,1,-1,2,1,1,-1,1,1,1,1,1,-1,1,1,1,1,2,1,2,1,1,80,74,10,A3AOV#####XQ51,3.3525,1.08,1.3299999999999998,4.0,7.0,15,2019-11-10 23:52:42.639654,A3H3B#####3LYU
0.0681:0.706,0.0009:0.8212,2,10:50,34:4,2,50,0.7447665023958179,-0.1163223733623151,0.0,0.0,0,318.1666666666667,1.0,6,2.533343507476646,prop:HsarM,8.4262,10.905999999999999,4.4248,7.0,4.1583,13.0,10.22,14.565,3.4167,15.0,2.565,-1.0875,15.425,106,2,ai_sligthly_worse,3,5,3,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,40,real,50,50,50,9,37,A31BF#####LBGH,-24,2,-2,3,3,3,3,3,3,-2,1,3,3,1,-3,-1,-1,-1,-3,3,-2,1,3,-2,1,1,1,3,3,2,-3,189,75,8,A24LB#####PKKF,1.5575,1.05,1.2000000000000002,2.0,1.98,57,2019-11-11 00:55:07.088918,A31BF#####LBGH
0.1363:0.706,0.0336:0.8212,2,40:50,20:8,2,50,1.7663033243692394,0.35981104054027524,0.0,0.0,0,366.75,0.6666666666666666,4,1.5810766796714653,prop:Ifbj0,9.4705,11.052,6.9785,14.0,6.5,2.2333,30.0,14.565,3.4167,15.0,2.565,-9.0,15.425,131,0,ai_slighly_better,5,1,7,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,30,real,50,55,55,6,28,A3FJ7#####O6GB,-52,2,-3,3,3,1,2,2,3,-2,-3,3,-3,-2,-3,-3,-1,3,-3,3,-3,-3,-2,-3,2,2,-2,1,-3,1,2,185,76,12,A17TK#####VH0R,2.975,1.02,1.38,3.5,6.0,41,2019-11-11 01:53:52.461444,A3FJ7#####O6GB
0.706:0.7877,0.8212:0.3978,2,50:60,36:9,2,50,0.7447665023958179,1.266671753738323,0.0,0.0,0,0.0,0.0,0,-0.2326447467246302,prop:uR9XX,6.9906,8.679,3.2413,7.0,4.1583,2.2333,10.22,11.525,3.4167,15.0,2.015,-1.0875,15.425,27,5,ai_sligthly_worse,1,6,2,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,50,real,50,55,55,11,45,AHRAP#####SFJ,57,-1,2,-2,-2,-1,-2,-3,-3,-3,3,-3,-2,3,3,3,-3,3,3,-3,3,-1,3,2,-2,1,-2,2,-1,2,-2,217,78,8,A1WBG#####NJ9,3.45,1.09,1.71,4.0,7.0,29,2019-11-11 02:00:51.625194,AHRAP#####SFJ
0.083:0.706:0.1363:0.1538,0.0007:0.8212:0.0336:0.0767,6,25:50:40:45,110:20:6:8,4,50,0.7447665023958179,1.266671753738323,0.0,0.0,0,0.0,0.0,0,-0.2326447467246302,prop:qAHmc,9.4469,11.227,4.3447,7.0,4.1583,2.2333,30.0,14.565,5.16,15.0,2.015,-1.0875,15.425,151,0,ai_worse,5,2,6,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,5,real,25,40,40,27,153,A2LVG#####E7Q9,23,-2,-1,-3,1,2,-2,-2,-3,1,-2,2,-3,-1,2,1,-2,1,-2,2,2,2,2,1,-3,-1,1,1,2,2,-3,174,77,10,A1YBG#####80DZ,2.21,1.0,1.3299999999999998,2.52,3.99,68,2019-11-11 01:54:59.081407,A2LVG#####E7Q9
0.706,0.8212,1,50,93,1,50,1.2137316295023657,0.0914639071371534,0.0,0.0,0,397.2,0.8333333333333334,5,2.1177709464777092,prop:Ubjq0,11.2088,15.075,4.27,14.0,6.5,13.0,30.0,11.525,5.16,15.0,2.565,-1.0875,15.425,101,1,ai_sligthly_worse,4,4,4,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,50,real,50,50,50,40,64,A189V#####VX56,35,1,2,-1,-2,-1,-2,-1,-2,-2,-1,1,1,-1,2,3,-1,-1,3,2,3,1,1,3,-1,-1,-2,1,2,2,-2,150,79,8,A314X#####YL12,1.8525,1.04,1.3299999999999998,2.0,3.04,67,2019-11-11 02:23:49.207614,A189V#####VX56
0.0899:0.1363:0.706:0.1538,0.0013:0.0336:0.8212:0.0767,4,30:40:50:45,28:15:7:5,4,50,1.1441994342256387,0.12188122545031213,394.0,0.25,1,380.5,0.6666666666666666,4,1.1052170494915392,prop:dKmGP,9.613,12.757,6.1947,7.0,4.1583,13.0,30.0,14.565,3.4167,15.0,2.565,-9.0,15.425,91,1,ai_equal_to_proposer,3,2,5,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,20,real,50,50,50,12,52,A2NGM#####YQP5,-13,1,-2,-2,-1,-2,-2,1,-1,-2,-2,1,1,-1,-1,-2,-1,1,-2,1,-1,-2,-2,-2,1,1,1,1,-2,1,-2,163,80,21,A3PDH#####CTT5,3.2625,1.05,1.5,3.5,7.0,60,2019-11-11 02:31:19.014623,A2NGM#####YQP5
0.706,0.8212,1,50,13,1,50,0.4824547397462529,-1.0287419386483598,273.6666666666667,0.75,3,355.66666666666674,1.0,6,0.7085043769045564,prop:09zMq,11.2786,14.467,5.3072,14.0,4.1583,13.0,30.0,14.565,5.16,15.0,2.565,-1.0875,15.425,120,100,ai_better,6,6,6,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,40,real,50,50,50,6,15,A345V#####WTGD,27,-2,-3,-2,2,2,-3,-2,-2,1,1,-1,-2,2,3,3,-3,-3,1,1,-1,2,2,-1,-3,2,1,2,-3,3,-2,177,81,15,A2EEL#####L5SK,3.8575,1.0499999999999998,1.38,4.0,9.0,115,2019-11-11 02:30:58.903231,A345V#####WTGD
0.1363:0.0681:0.0628,0.0336:0.0009:0.001,3,40:10:5,62:6:12,3,50,1.2554175313546805,0.33724487509804085,450.0,0.25,1,384.0,0.5,3,0.6744897501960817,prop:Jmpdx,11.4002,13.342,6.386,14.0,6.5,13.0,30.0,14.565,5.16,14.5,2.565,-1.0875,14.8,102,0,ai_sligthly_worse,4,3,6,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,0,real,50,50,50,18,79,A3KP8#####734Q,-50,3,-1,3,3,3,-2,3,2,-3,-3,-3,3,-2,1,-2,-1,3,-3,3,-3,-3,-2,-3,3,3,-3,-2,-3,-3,1,178,82,7,A15XI#####7SLK,1.0,1.0,1.0,1.0,1.0,83,2019-11-11 02:40:50.430350,A3KP8#####734Q
0.0708:0.1538:0.706,0.0008:0.0767:0.8212,3,15:45:50,49:9:7,3,50,1.2137316295023657,0.0914639071371534,0.0,0.0,0,346.4,0.8333333333333334,5,2.1177709464777092,prop:vI225,10.609000000000002,12.257,7.136,14.0,6.5,13.0,30.0,14.565,5.16,14.5,2.565,-9.0,14.8,33,0,ai_slighly_better,6,5,3,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,45,real,15,50,50,12,60,A1NCS#####A787,-11,-1,-1,1,1,3,2,-1,1,-1,-1,-3,1,-3,2,1,-1,-1,-3,2,-2,-2,2,-3,1,2,2,3,2,1,-1,370,83,7,A3168#####DIH3,4.645,1.09,1.99,5.5,10.0,403,2019-11-11 02:34:50.455025,A1NCS#####A787
0.706,0.8212,1,50,27,1,50,0.7447665023958179,-0.1163223733623151,0.0,0.0,0,239.33333333333331,1.0,6,2.533343507476646,prop:mZ5My,11.2759,12.227,8.5135,14.0,6.5,13.0,30.0,14.565,3.4167,15.0,2.565,-1.0875,14.8,52,5,ai_equal_to_proposer,2,2,7,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,30,real,50,50,50,8,28,A3UPZ#####EJC,-35,3,-2,3,1,2,-1,3,2,3,-1,1,2,1,-1,-1,2,2,1,2,-2,1,-1,2,2,3,1,2,-3,1,1,109,84,14,A1PIG#####MGNW,3.5,1.0,1.0,2.0,10.0,41,2019-11-11 02:46:56.478112,A3UPZ#####EJC
0.083,0.0007,1,25,44,1,50,0.7862472003636766,-0.14646590795280967,329.0,0.25,1,379.0,0.8333333333333334,5,1.6419113162977828,prop:aLA2H,11.2161,11.957,7.6923,14.0,4.1583,13.0,30.0,14.565,5.16,15.0,2.565,-1.0875,14.8,89,0,ai_slighly_better,4,1,7,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,45,real,50,30,30,18,43,AXPZA#####WP8,-16,2,1,1,1,1,2,-2,1,-2,-2,1,1,-1,-1,-1,1,1,-1,1,-1,-1,-1,1,-1,2,-1,-1,-2,1,-2,151,87,9,A21Y7#####M1PR,3.17,1.08,1.6,4.0,6.0,44,2019-11-11 02:48:36.966991,AXPZA#####WP8
0.1363:0.706:0.1538,0.0336:0.8212:0.0767,3,40:50:45,57:15:9,3,50,0.7447665023958179,-0.1163223733623151,0.0,0.0,0,332.8333333333333,1.0,6,2.533343507476646,prop:kxmNA,6.9831,6.159,5.9388,7.0,4.1583,2.2333,10.22,11.525,3.4167,15.0,2.565,-1.0875,14.8,77,0,ai_equal_to_proposer,1,2,5,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,35,real,50,50,50,28,68,A2I0A#####XQRX,-22,-1,-1,2,3,3,3,1,2,1,-2,3,1,2,1,3,3,-2,-2,2,-2,-2,2,-2,2,-1,-1,2,-1,2,1,124,86,9,A1F3P#####9HBN,3.42,1.08,1.6,4.0,7.0,74,2019-11-11 02:48:08.288003,A2I0A#####XQRX
,,0,,,0,50,0.6262834321863123,-0.4837107830508505,203.5,0.5,2,251.2,0.8333333333333334,5,0.9674215661017009,prop:aqqDS,7.8024,6.794,5.4888,14.0,4.1583,2.2333,10.22,11.525,5.16,15.0,2.015,-1.0875,14.8,38,0,ai_sligthly_worse,3,3,2,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,40,real,30,30,30,94,36,A3HFS#####NAB9,-24,2,-2,-3,2,1,-2,2,2,1,-2,2,3,-2,-1,2,3,1,2,1,2,-1,-1,1,2,2,-2,-1,-2,-1,1,141,85,15,A136K#####C3G,3.155,1.02,1.6,3.0,7.0,128,2019-11-11 02:46:31.308539,A3HFS#####NAB9
0.706,0.8212,1,50,49,1,50,0.7862472003636766,-0.14646590795280967,203.0,0.25,1,333.2,0.8333333333333334,5,1.6419113162977828,prop:yFPsT,10.2121,11.67,5.9712,7.0,4.1583,13.0,30.0,11.525,5.16,15.0,2.565,-1.0875,14.8,122,1,ai_slighly_better,1,1,6,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,25,real,50,50,50,23,46,ABKPE#####2HW,-46,1,-2,1,2,3,-1,1,2,2,-3,3,2,-2,-2,1,2,3,-3,2,1,-3,-2,-2,3,2,1,1,-3,1,-1,140,88,10,A17NL#####Y599,3.61,1.05,1.38,4.0,8.01,87,2019-11-11 03:02:44.415722,ABKPE#####2HW
0.706,0.8212,1,50,26,1,50,0.7447665023958179,-0.1163223733623151,0.0,0.0,0,350.66666666666674,1.0,6,2.533343507476646,prop:IGXQ4,7.2871,5.796,6.9098,7.0,4.1583,2.2333,10.22,14.565,3.4167,15.0,2.565,-1.0875,14.8,51,0,ai_equal_to_proposer,3,2,2,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,30,real,50,50,50,10,29,A8BGH#####O33,24,-2,-1,1,-1,-1,-3,-1,-1,-3,-1,1,-3,-1,2,3,-3,1,-2,2,-1,-1,2,-2,-3,-1,-3,1,1,1,-3,75,89,10,AVAJT#####XOO,4.645,1.09,1.99,5.5,10.0,27,2019-11-11 03:08:19.231083,A8BGH#####O33
0.706,0.8212,1,50,27,1,50,0.7447665023958179,1.266671753738323,0.0,0.0,0,0.0,0.0,0,-0.2326447467246302,prop:RKXpk,10.2196,14.19,3.2738,7.0,4.1583,13.0,30.0,11.525,5.16,15.0,2.015,-1.0875,15.425,53,0,ai_equal_to_proposer,1,3,6,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,95,real,50,50,50,11,24,A1IAM#####U4Z1,-15,-3,2,1,1,1,1,2,2,-1,1,1,3,1,-2,-1,2,2,1,1,2,1,-1,-1,-1,2,2,-2,2,-1,1,75,90,6,A1BPQ#####7RWS,1.0,1.0,1.0,1.0,1.0,22,2019-11-11 03:08:43.065390,A1IAM#####U4Z1
0.9164,0.0548,1,70,31,1,50,1.7663033243692394,0.35981104054027524,0.0,0.0,0,355.5,0.6666666666666666,4,1.5810766796714653,prop:DB4rP,9.7804,9.73,6.5088,14.0,4.1583,2.2333,30.0,11.525,5.16,15.0,2.015,-1.0875,14.8,135,0,ai_equal_to_proposer,6,2,7,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,50,real,70,60,60,11,31,AP4A0#####52J,55,-3,3,-3,-3,-3,-3,-1,-3,-3,3,1,-3,2,1,1,-3,2,2,-3,3,-1,2,1,-3,-1,-3,-2,-1,3,-3,152,91,17,A3NXI#####5TXU,3.005,1.0499999999999998,1.99,4.0,4.98,62,2019-11-11 03:04:49.758026,AP4A0#####52J
0.0708,0.0008,1,15,45,1,50,0.7447665023958179,1.266671753738323,0.0,0.0,0,0.0,0.0,0,-0.2326447467246302,prop:zQooe,11.2786,14.467,5.3072,14.0,4.1583,13.0,30.0,14.565,5.16,15.0,2.565,-1.0875,15.425,63,0,ai_equal_to_proposer,1,1,7,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,40,real,15,20,20,24,39,A1T20#####O4RS,-10,2,1,1,-1,1,-2,1,-1,1,-1,-1,1,1,1,1,-1,2,-2,1,1,-1,-1,-2,2,2,-1,-2,-1,1,-1,114,92,12,A1WWE#####SVZ0,2.935,1.04,1.2000000000000002,3.5,6.0,52,2019-11-11 03:08:39.321616,A1T20#####O4RS
0.706,0.8212,1,50,47,1,50,1.1441994342256387,0.12188122545031213,213.0,0.25,1,153.25,0.6666666666666666,4,1.1052170494915392,prop:pdCNC,8.4258,12.639000000000001,0.9475,7.0,6.5,13.0,10.22,11.525,5.16,14.5,2.015,-1.0875,15.425,24,0,ai_equal_to_proposer,1,5,4,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,50,real,50,50,50,20,45,A37C9#####EWEB,-31,1,-1,1,1,3,3,2,1,1,1,3,3,-2,1,3,3,2,-2,2,-3,-3,1,-1,-2,3,3,1,2,-1,-3,173,93,21,A1N9Z#####R7OU,4.645,1.09,1.99,5.5,10.0,46,2019-11-11 03:08:36.663941,A37C9#####EWEB
0.706,0.8212,1,50,36,1,50,0.7862472003636766,-0.14646590795280967,211.0,0.25,1,246.4,0.8333333333333334,5,1.6419113162977828,prop:XaIt4,8.6006,10.880999999999998,3.5372,7.0,4.1583,13.0,10.22,14.565,5.16,15.0,2.565,-1.0875,15.425,68,0,ai_slighly_better,5,3,5,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,40,real,50,50,50,14,36,AA4KK#####3NY,0,-1,-1,-1,1,-1,-2,2,1,-2,-1,1,1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,1,1,-1,2,1,1,-1,148,94,11,A3HL2#####PZT8,2.2225,1.0499999999999998,1.3299999999999998,2.52,3.99,101,2019-11-11 03:08:24.716313,AA4KK#####3NY
0.0782:0.706,0.0007:0.8212,2,20:50,45:11,2,50,1.2137316295023657,0.0914639071371534,0.0,0.0,0,427.0,0.8333333333333334,5,2.1177709464777092,prop:6NlI2,8.4182,10.119,3.645,7.0,6.5,13.0,10.22,11.525,5.16,14.5,2.565,-1.0875,14.8,72,2,ai_sligthly_worse,2,4,6,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,50,real,50,50,50,15,47,A1G86#####OW12,-62,3,-3,3,1,3,-2,3,2,-2,-3,3,3,-3,-2,-3,2,3,-3,3,-2,-3,-2,-2,3,3,-1,-2,-3,1,2,211,95,8,A3TDA#####QFE3,1.6425,1.0,1.0,1.53,3.04,21,2019-11-11 03:09:14.072292,A1G86#####OW12
0.1363,0.0336,1,40,70,1,50,0.6262834321863123,-0.4837107830508505,344.0,0.5,2,323.6,0.8333333333333334,5,0.9674215661017009,prop:7pk0D,10.8128,14.062000000000001,4.4910000000000005,7.0,6.5,13.0,30.0,14.565,5.16,15.0,2.565,-1.0875,15.425,138,0,ai_sligthly_worse,4,5,4,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,35,real,40,40,40,24,65,A35TT#####1OOF,-1,2,1,1,-2,1,-2,-1,1,-2,1,-2,2,1,-2,-1,-2,-1,-1,2,1,-1,-1,-2,1,2,-2,-1,2,1,1,113,96,19,A2VTY#####N75V,4.645,1.09,1.99,5.5,10.0,106,2019-11-11 03:09:26.288000,A35TT#####1OOF
0.706,0.8212,1,50,17,1,50,1.7663033243692394,0.35981104054027524,0.0,0.0,0,339.25,0.6666666666666666,4,1.5810766796714653,prop:BR7u4,10.2121,11.67,5.9712,7.0,4.1583,13.0,30.0,11.525,5.16,15.0,2.565,-1.0875,14.8,75,0,ai_equal_to_proposer,3,4,7,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,30,real,50,50,50,5,18,AZXRW#####FJN,-46,-1,-3,3,3,3,3,2,3,3,-3,3,3,3,3,-2,-1,2,-3,3,-3,-3,1,-3,3,1,1,3,2,-1,3,128,97,10,AG491#####Q8X,1.0,1.0,1.0,1.0,1.0,17,2019-11-11 03:11:52.650826,AZXRW#####FJN
,,0,,,0,50,0.7862472003636766,-0.14646590795280967,315.0,0.25,1,395.0,0.8333333333333334,5,1.6419113162977828,prop:O32t4,10.1394,9.357000000000001,7.7923,14.0,4.1583,2.2333,30.0,14.565,5.16,15.0,2.565,-1.0875,14.8,110,0,ai_equal_to_proposer,2,5,6,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,50,real,45,45,45,17,23,A2MFM#####1ZIT,25,2,-1,-2,-3,2,-3,1,-2,-3,1,-2,1,1,2,1,-2,-1,2,1,2,2,-1,1,2,3,-2,1,2,2,-2,190,98,12,A1WEN#####ZZ1U,4.0825,1.0,1.3299999999999998,4.0,10.0,78,2019-11-11 03:09:51.570990,A2MFM#####1ZIT
0.706:0.9277,0.8212:0.0528,2,50:75,33:9,2,50,0.3842982336128855,-0.6914970635503189,256.5,0.5,2,348.66666666666674,1.0,6,1.3829941271006378,prop:3yIaK,9.7373,13.872,4.0672,7.0,4.1583,13.0,30.0,14.565,5.16,14.5,2.565,-9.0,15.425,148,0,ai_much_worse,1,5,3,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,25,real,50,50,50,10,46,A1KUS#####M4SH,-3,2,1,2,3,-1,1,-2,-3,-2,-1,2,2,2,1,2,2,2,-2,-1,-1,-3,3,-2,-2,1,1,3,-2,1,-2,149,99,8,A3HSO#####NZR4,2.5875,1.04,1.3299999999999998,3.0,4.98,83,2019-11-11 03:09:50.002624,A1KUS#####M4SH
0.0628,0.001,1,5,43,1,50,0.7447665023958179,1.266671753738323,0.0,0.0,0,0.0,0.0,0,-0.2326447467246302,prop:TN3YW,9.5432,13.365,5.1575,7.0,6.5,13.0,30.0,11.525,3.4167,15.0,2.565,-9.0,15.425,91,2,ai_much_better,7,7,6,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,40,real,5,5,5,34,16,A3MSQ#####A7I0,-38,3,-2,-1,2,2,2,3,2,-3,-2,3,2,-2,1,-2,3,2,-1,2,3,3,-2,-2,3,1,2,-1,-3,1,1,176,100,12,APJ3Z#####UWX,3.25,1.0,1.0,1.0,10.0,66,2019-11-11 03:11:16.905791,A3MSQ#####A7I0
0.706,0.8212,1,50,30,1,50,1.7663033243692394,0.35981104054027524,0.0,0.0,0,354.5,0.6666666666666666,4,1.5810766796714653,prop:5uW6A,10.5759,11.577,7.7635,7.0,6.5,13.0,30.0,14.565,3.4167,15.0,2.565,-1.0875,14.8,169,0,ai_slighly_better,3,3,6,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,50,real,50,50,50,13,27,A2ZNN#####A2EU,20,-2,-2,-2,-3,2,-3,2,2,-2,-2,-2,-1,2,-1,-1,-2,-2,1,-2,1,2,1,1,-1,-1,-1,-2,-2,2,-2,148,101,9,A2FBJ#####9SQ6,2.3425,1.0499999999999998,1.3299999999999998,3.0,3.99,52,2019-11-11 03:32:34.279237,A2ZNN#####A2EU
0.1538,0.0767,1,45,43,1,50,0.7862472003636766,0.8209556581488914,359.0,0.25,1,311.0,0.16666666666666666,1,-0.2929318159056193,prop:4PoZm,11.0542,15.632,4.9548,14.0,4.1583,13.0,30.0,14.565,3.4167,14.5,2.565,-1.0875,15.425,240,0,ai_sligthly_worse,2,6,3,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,25,real,50,50,50,10,45,AIOZF#####0LT,-28,1,1,1,-3,2,-3,2,2,-2,-3,-2,-1,-3,-2,-1,1,2,-2,3,-3,-3,-1,-2,1,3,-2,1,-3,-1,1,293,102,13,A354D#####ODP1,4.645,1.09,1.99,5.5,10.0,196,2019-11-11 03:50:11.083356,AIOZF#####0LT
0.706,0.8212,1,50,31,1,50,0.7447665023958179,-0.1163223733623151,0.0,0.0,0,340.3333333333333,1.0,6,2.533343507476646,prop:jHY23,7.7593,10.936,3.0473,7.0,4.1583,13.0,10.22,14.565,5.16,14.5,2.565,-9.0,15.425,124,100,ai_equal_to_proposer,1,2,7,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,10,real,50,50,50,18,21,AQ2Z8#####8H6,-24,2,-3,2,1,2,1,1,-1,-3,-1,2,1,-2,-2,1,-1,3,-2,2,-1,1,-2,-1,2,1,-1,2,-2,1,-1,125,103,9,AVD6H#####LFI,4.475,1.02,1.38,5.5,10.0,96,2019-11-11 04:13:14.048515,AQ2Z8#####8H6
0.083:0.706:0.1007:0.1538,0.0007:0.8212:0.0192:0.0767,5,25:50:35:45,35:7:5:3,4,50,1.2554175313546805,0.33724487509804085,65.0,0.25,1,303.3333333333333,0.5,3,0.6744897501960817,prop:YSPyX,10.0344,10.507,6.2398,14.0,4.1583,2.2333,30.0,14.565,5.16,14.5,2.015,-1.0875,14.8,192,0,ai_equal_to_proposer,2,2,6,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,40,real,25,25,25,19,43,A1RDR#####7U96,2,2,2,-3,-2,1,-2,1,1,-2,-2,2,-2,-3,1,2,2,1,-2,1,-1,2,2,-2,-1,2,-2,-1,-1,2,-2,202,104,31,A1FHK#####9RU,2.715,1.0499999999999998,1.3299999999999998,3.5,4.98,215,2019-11-11 04:46:43.306848,A1RDR#####7U96
0.8876:0.083,0.13:0.0007,2,65:25,14:21,2,50,1.7663033243692394,0.35981104054027524,0.0,0.0,0,306.75,0.6666666666666666,4,1.5810766796714653,prop:hRyZM,9.8979,12.23,4.4362,14.0,4.1583,2.2333,30.0,11.525,5.16,15.0,2.565,-1.0875,15.425,67,0,ai_equal_to_proposer,6,5,3,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,50,real,10,60,60,7,36,ABW38#####94V,-6,1,1,1,3,3,-3,1,1,1,-2,3,-1,-1,3,2,-2,2,-1,2,1,2,-1,-2,-2,2,-2,2,-3,1,-2,121,105,7,A1PLZ#####W43J,3.315,1.05,1.71,3.5,7.0,35,2019-11-11 12:32:12.254110,ABW38#####94V
